设备编号,下单时间,订单编号,购买数量（个）,手续费（元）,总金额（元）,支付状态,出货状态,收款方,退款金额（元）,购买用户,商品ID,商品详情,省市区,软件版本
112667,2018/9/28 21:08,112667qr15381401288105,1,0.08,3.5,微信,出货成功,平台,0.0,os-xL0s5DJRN0BLsbV6Haw9TAkGQ,商品0015,东鹏特饮X1,广东省中山市,V3.0.31;rk3288;(900x1440)
113106,2018/9/28 21:04,113106qr15381399073794,1,0.08,3.5,微信,出货成功,平台,0.0,os-xL0hicIc9II6besjqC8LO7eqE,商品0015,东鹏特饮X1,广东省东莞市,V3.0.33;rk3288;(900x1440)
113014,2018/9/28 20:23,113014qr15381374209829,1,0.14,3.5,微信,出货成功,平台,0.0,os-xL0mEq6RNLtcoVV4GVGZk9aPg,商品0015,东鹏特饮X1,广东省东莞市,V3.0.37.2;rk3288;(900x1440)
113014,2018/9/28 20:23,113014qr15381374209829,1,0.14,3.5,微信,出货成功,平台,0.0,os-xL0mEq6RNLtcoVV4GVGZk9aPg,商品0015,东鹏特饮X1,广东省东莞市,V3.0.37.2;rk3288;(900x1440)
113014,2018/9/28 20:23,113014qr15381374209829,1,0.14,3.5,微信,出货成功,平台,0.0,os-xL0mEq6RNLtcoVV4GVGZk9aPg,商品0015,东鹏特饮X1,广东省东莞市,V3.0.37.2;rk3288;(900x1440)
112667,2018/9/28 19:57,112667qr15381358712758,1,0.07,3.5,微信,出货成功,平台,0.0,os-xL0uumSO8XqRleZTBU_HLOc1Q,商品0015,东鹏特饮X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112667,2018/9/28 19:57,112667qr15381358712758,1,0.07,3.5,微信,出货成功,平台,0.0,os-xL0uumSO8XqRleZTBU_HLOc1Q,商品0015,东鹏特饮X1,广东省中山市,V3.0.31;rk3288;(900x1440)
113010,2018/9/28 19:54,113010qr15381356594394,1,0.07,3.5,微信,出货成功,平台,0.0,os-xL0ng2UpHew-Sa5l4LOUl-vNM,商品0015,东鹏特饮X1,广东省深圳市龙岗区,V3.0.35;rk3288;(900x1440)
113021,2018/9/28 19:48,113021qr15381353074435,1,0.07,3.5,支付宝,出货成功,平台,0.0,os-xL0suVoD30nU9ldv2IByfio0k,商品0015,东鹏特饮X1,广东省东莞市,V3.0.37.2;rk3288;(900x1440)
113021,2018/9/28 19:48,113021qr15381353074435,1,0.07,3.5,支付宝,出货成功,平台,0.0,os-xL0suVoD30nU9ldv2IByfio0k,商品0015,东鹏特饮X1,广东省东莞市,V3.0.37.2;rk3288;(900x1440)
112903,2018/9/28 19:21,112903qr15381336939390,1,0.12,3.5,微信,出货成功,平台,0.0,os-xL0vpcnqkEeXcbadqoUHhDSfQ,商品0015,东鹏特饮X1,广东省广州市番禺区,V3.0.38;rk3288;(900x1440)
112903,2018/9/28 19:21,112903qr15381336939390,1,0.12,3.5,微信,出货成功,平台,0.0,os-xL0vpcnqkEeXcbadqoUHhDSfQ,商品0015,东鹏特饮X1,广东省广州市番禺区,V3.0.38;rk3288;(900x1440)
112903,2018/9/28 19:21,112903qr15381336939390,1,0.12,3.5,微信,出货成功,平台,0.0,os-xL0vpcnqkEeXcbadqoUHhDSfQ,商品0015,东鹏特饮X1,广东省广州市番禺区,V3.0.38;rk3288;(900x1440)
112678,2018/9/28 19:07,112678qr15381329545745,1,0.07,3.5,微信,出货成功,平台,0.0,os-xL0mL9zZRvwhwFB-iOQAU-UYM,商品0015,东鹏特饮X1,广东省广州市白云区,V3.0.35;rk3288;(900x1440)
113089,2018/9/28 18:37,113089qr15381310893265,1,0.15,3.5,微信,出货成功,平台,0.0,os-xL0sMTsOILaCArS9ugZc0R1bY,商品0015,东鹏特饮X1,广东省东莞市,V3.0.33;rk3288;(900x1440)
113089,2018/9/28 18:37,113089qr15381310893265,1,0.15,3.5,微信,出货成功,平台,0.0,os-xL0sMTsOILaCArS9ugZc0R1bY,商品0015,东鹏特饮X1,广东省东莞市,V3.0.33;rk3288;(900x1440)
113089,2018/9/28 18:37,113089qr15381310893265,1,0.15,3.5,微信,出货成功,平台,0.0,os-xL0sMTsOILaCArS9ugZc0R1bY,商品0015,东鹏特饮X1,广东省东莞市,V3.0.33;rk3288;(900x1440)
113068,2018/9/28 18:36,113068qr15381310988377,1,0.07,3.5,支付宝,出货成功,平台,0.0,ooCjVwOCUsZWKhb6G03VTewTE6Ck,商品0015,东鹏特饮X1,广东省东莞市,V3.0.33;rk3288;(900x1440)
112536,2018/9/28 18:36,112536qr15381310108206,1,0.07,3.5,微信,出货成功,平台,0.0,os-xL0mI_k1VbOmionRok8Ashcc0,商品0015,东鹏特饮X1,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
113069,2018/9/28 17:38,113069qr15381275057052,1,0.07,3.5,微信,出货成功,平台,0.0,os-xL0pYghZ8VGS3xrSotTg4Q1I4,商品0015,东鹏特饮X1,广东省东莞市,V3.0.35;rk3288;(900x1440)
113069,2018/9/28 17:38,113069qr15381275057052,1,0.07,3.5,微信,出货成功,平台,0.0,os-xL0pYghZ8VGS3xrSotTg4Q1I4,商品0015,东鹏特饮X1,广东省东莞市,V3.0.35;rk3288;(900x1440)
113102,2018/9/28 17:33,113102qr15381272234030,1,0.3,3.5,微信,出货成功,平台,0.0,os-xL0rjC7Pv5avTSHq_ERcw0xIM,商品0015,东鹏特饮X1,广东省东莞市,V3.0.33;rk3288;(900x1440)
113028,2018/9/28 17:23,113028qr15381266767491,1,0.08,3.5,支付宝,出货成功,平台,0.0,os-xL0qW9b0lhhyQNL27gi62cRZM,商品0015,东鹏特饮X1,广东省东莞市,V3.0.33;rk3288;(900x1440)
112669,2018/9/28 16:25,112669qr15381231625185,1,0.07,3.5,微信,出货成功,平台,0.0,os-xL0jM5cpGqWOijlFc_fgLPJ_k,商品0015,东鹏特饮X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112804,2018/9/28 16:13,112804qr15381224242025,1,0.07,3.5,微信,出货成功,平台,0.0,os-xL0qk5wgO1wqODZcvC7p9tEUs,商品0015,东鹏特饮X1,广东省东莞市,V3.0.35;rk3288;(900x1440)
112804,2018/9/28 16:13,112804qr15381224242025,1,0.07,3.5,微信,出货成功,平台,0.0,os-xL0qk5wgO1wqODZcvC7p9tEUs,商品0015,东鹏特饮X1,广东省东莞市,V3.0.35;rk3288;(900x1440)
113014,2018/9/28 15:47,113014qr15381208555033,1,0.23,3.5,微信,出货成功,平台,0.0,os-xL0jwzknGEMsChcryYhcn-Ldk,商品0015,东鹏特饮X1,广东省东莞市,V3.0.37.2;rk3288;(900x1440)
112805,2018/9/28 15:36,112805qr15381201942386,1,0.12,3.5,微信,出货成功,平台,0.0,os-xL0gEFdCt1vLQYvFAxmOOcjTY,商品0015,东鹏特饮X1,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
113021,2018/9/28 15:11,113021qr15381186461982,1,0.1,3.5,支付宝,出货成功,平台,0.0,os-xL0rjC7Pv5avTSHq_ERcw0xIM,商品0015,东鹏特饮X1,广东省东莞市,V3.0.37.2;rk3288;(900x1440)
113086,2018/9/28 14:52,113086qr15381176037318,1,0.08,3.5,微信,出货成功,平台,0.0,os-xL0ruqdx5lGR0TuABNIh9I7W8,商品0015,东鹏特饮X1,广东省东莞市,V3.0.38;rk3288;(900x1440)
113086,2018/9/28 14:50,113086qr15381174644498,1,0.14,3.5,微信,出货成功,平台,0.0,os-xL0s5DJRN0BLsbV6Haw9TAkGQ,商品0015,东鹏特饮X1,广东省东莞市,V3.0.38;rk3288;(900x1440)
113086,2018/9/28 14:50,113086qr15381174644498,1,0.14,3.5,微信,出货成功,平台,0.0,os-xL0s5DJRN0BLsbV6Haw9TAkGQ,商品0015,东鹏特饮X1,广东省东莞市,V3.0.38;rk3288;(900x1440)
113086,2018/9/28 14:50,113086qr15381174644498,1,0.14,3.5,微信,出货成功,平台,0.0,os-xL0s5DJRN0BLsbV6Haw9TAkGQ,商品0015,东鹏特饮X1,广东省东莞市,V3.0.38;rk3288;(900x1440)
113612,2018/9/28 14:05,113612qr15381147006024,1,0.17,3.5,微信,出货成功,平台,0.0,os-xL0mYOGURgbZEIv4-PE0fUT2U,商品0015,东鹏特饮X1,广东省东莞市,V3.0.37.2;rk3288;(900x1440)
112667,2018/9/28 13:35,112667qr15381129457599,1,0.14,3.5,微信,出货成功,平台,0.0,os-xL0uXe442H3oJrMw6ciY78BGM,商品0015,东鹏特饮X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112667,2018/9/28 13:35,112667qr15381129457599,1,0.14,3.5,微信,出货成功,平台,0.0,os-xL0uXe442H3oJrMw6ciY78BGM,商品0015,东鹏特饮X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112667,2018/9/28 12:54,112667qr15381104836600,1,0.11,3.5,微信,出货成功,平台,0.0,os-xL0o1cm-dKTT1GfmuUl8iynWI,商品0015,东鹏特饮X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112667,2018/9/28 12:41,112667qr15381096813844,1,0.16,3.5,微信,出货成功,平台,0.0,os-xL0jZpINYbHiD2awlZ0i7uj3A,商品0015,东鹏特饮X1,广东省中山市,V3.0.31;rk3288;(900x1440)
113013,2018/9/28 11:36,113013qr15381057149417,1,0.1,3.5,微信,出货成功,平台,0.0,os-xL0raNgXnlyqW5PT-nXfJZzB0,商品0015,东鹏特饮X1,广东省深圳市龙岗区,V3.0.35;rk3288;(900x1440)
113010,2018/9/28 10:57,113010qr15381034477582,1,0.07,3.5,微信,出货成功,平台,0.0,os-xL0l1dp3BuAU28rzSMQz1dzaY,商品0015,东鹏特饮X1,广东省深圳市龙岗区,V3.0.35;rk3288;(900x1440)
113612,2018/9/28 10:49,113612qr15381029669263,1,0.06,3.5,微信,出货成功,平台,0.0,ooCjVwPNItT16bgzv0jK6nZowB6Y,商品0015,东鹏特饮X1,广东省东莞市,V3.0.37.2;rk3288;(900x1440)
112669,2018/9/28 10:35,112669qr15381021063641,1,0.07,3.5,微信,出货成功,平台,0.0,os-xL0hS4WiCq-mi1hUls-rf1yY8,商品0015,东鹏特饮X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112669,2018/9/28 10:35,112669qr15381021063641,1,0.07,3.5,微信,出货成功,平台,0.0,os-xL0hS4WiCq-mi1hUls-rf1yY8,商品0015,东鹏特饮X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112887,2018/9/28 10:24,112887qr15381014818875,1,0.14,3.5,微信,出货成功,平台,0.0,os-xL0h8YSjttJbYsnulgaiPtAR0,商品0015,东鹏特饮X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112887,2018/9/28 10:24,112887qr15381014818875,1,0.14,3.5,微信,出货成功,平台,0.0,os-xL0h8YSjttJbYsnulgaiPtAR0,商品0015,东鹏特饮X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112887,2018/9/28 10:24,112887qr15381014818875,1,0.14,3.5,微信,出货成功,平台,0.0,os-xL0h8YSjttJbYsnulgaiPtAR0,商品0015,东鹏特饮X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112887,2018/9/28 10:24,112887qr15381014818875,1,0.14,3.5,微信,出货成功,平台,0.0,os-xL0h8YSjttJbYsnulgaiPtAR0,商品0015,东鹏特饮X1,广东省中山市,V3.0.31;rk3288;(900x1440)
113611,2018/9/28 10:19,113611qr15381011678934,1,0.16,3.5,微信,出货成功,平台,0.0,os-xL0s9cgVvKcPOGPnEB64gmPL0,商品0015,东鹏特饮X1,广东省佛山市禅城区,V3.0.37;rk3288;(900x1440)
113021,2018/9/28 10:04,113021qr15381002429209,1,0.11,3.5,微信,出货成功,平台,0.0,os-xL0k6uvMPCIFL8n9-bATPop2o,商品0015,东鹏特饮X1,广东省东莞市,V3.0.37.2;rk3288;(900x1440)
113106,2018/9/28 8:18,113106qr15380938994110,1,0.08,3.5,微信,出货成功,平台,0.0,os-xL0rs6qXUQXFDdSWpoYTnsdVw,商品0015,东鹏特饮X1,广东省东莞市,V3.0.33;rk3288;(900x1440)
112678,2018/9/28 6:26,112678qr15380872701691,1,0.12,3.5,微信,出货成功,平台,0.0,os-xL0k5kqvXL7nuoWUcn3Vj2yVI,商品0015,东鹏特饮X1,广东省广州市白云区,V3.0.35;rk3288;(900x1440)
112842,2018/9/28 4:58,112842qr15380819011595,1,0.16,3.5,微信,出货成功,平台,0.0,os-xL0lLftN384_gsoseHWxfowBA,商品0015,东鹏特饮X1,广东省佛山市禅城区,V3.0.37;rk3288;(900x1440)
112842,2018/9/28 4:58,112842qr15380819011595,1,0.16,3.5,微信,出货成功,平台,0.0,os-xL0lLftN384_gsoseHWxfowBA,商品0015,东鹏特饮X1,广东省佛山市禅城区,V3.0.37;rk3288;(900x1440)
112842,2018/9/28 4:58,112842qr15380819011595,1,0.16,3.5,微信,出货成功,平台,0.0,os-xL0lLftN384_gsoseHWxfowBA,商品0015,东鹏特饮X1,广东省佛山市禅城区,V3.0.37;rk3288;(900x1440)
112842,2018/9/28 4:58,112842qr15380819011595,1,0.16,3.5,微信,出货成功,平台,0.0,os-xL0lLftN384_gsoseHWxfowBA,商品0015,东鹏特饮X1,广东省佛山市禅城区,V3.0.37;rk3288;(900x1440)
113612,2018/9/28 4:09,113612qr15380789804994,1,0.07,3.5,支付宝,出货成功,平台,0.0,os-xL0uVtx5PyqVqw72ciR1WUbaA,商品0015,东鹏特饮X1,广东省东莞市,V3.0.37.2;rk3288;(900x1440)
113612,2018/9/28 4:09,113612qr15380789804994,1,0.07,3.5,支付宝,出货成功,平台,0.0,os-xL0uVtx5PyqVqw72ciR1WUbaA,商品0015,东鹏特饮X1,广东省东莞市,V3.0.37.2;rk3288;(900x1440)
113612,2018/9/28 3:33,113612qr15380767922562,1,0.07,3.5,支付宝,出货成功,平台,0.0,os-xL0ldSlXYvy64hRvuas7kuyLc,商品0015,东鹏特饮X1,广东省东莞市,V3.0.37.2;rk3288;(900x1440)
112909,2018/9/28 2:35,112909qr15380733547949,1,0.1,3.5,微信,出货成功,平台,0.0,os-xL0lV-2IxeDVFpimsBATJkATo,商品0015,东鹏特饮X1,广东省广州市越秀区,V3.0.31;rk3288;(900x1440)
112909,2018/9/28 2:35,112909qr15380733547949,1,0.1,3.5,微信,出货成功,平台,0.0,os-xL0lV-2IxeDVFpimsBATJkATo,商品0015,东鹏特饮X1,广东省广州市越秀区,V3.0.31;rk3288;(900x1440)
112800,2018/9/28 1:34,112800qr15380697097800,1,0.09,3.5,微信,出货成功,平台,0.0,os-xL0p_NfFXeSOCnJ2GMvu59lp4,商品0015,东鹏特饮X1,广东省东莞市,V3.0.35;rk3288;(900x1440)
112800,2018/9/28 1:34,112800qr15380697097800,1,0.09,3.5,微信,出货成功,平台,0.0,os-xL0p_NfFXeSOCnJ2GMvu59lp4,商品0015,东鹏特饮X1,广东省东莞市,V3.0.35;rk3288;(900x1440)
113021,2018/9/27 22:43,113021qr15380594209845,1,0.11,3.5,微信,出货成功,平台,0.0,os-xL0pIlDGk8BFYd1V6WH3_Goxc,商品0015,东鹏特饮X1,广东省东莞市,V3.0.37.2;rk3288;(900x1440)
112669,2018/9/27 22:42,112669qr15380593662599,1,0.11,3.5,微信,出货成功,平台,0.0,os-xL0lEeaBukufNIS-FtuUr3jkg,商品0015,东鹏特饮X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112669,2018/9/27 22:42,112669qr15380593662599,1,0.11,3.5,微信,出货成功,平台,0.0,os-xL0lEeaBukufNIS-FtuUr3jkg,商品0015,东鹏特饮X1,广东省中山市,V3.0.31;rk3288;(900x1440)
113068,2018/9/27 22:36,113068qr15380590853636,1,0.11,3.5,微信,出货成功,平台,0.0,os-xL0mu6Cpw-y3Zs6Qz1UBTcSJw,商品0015,东鹏特饮X1,广东省东莞市,V3.0.33;rk3288;(900x1440)
113068,2018/9/27 22:36,113068qr15380590853636,1,0.11,3.5,微信,出货成功,平台,0.0,os-xL0mu6Cpw-y3Zs6Qz1UBTcSJw,商品0015,东鹏特饮X1,广东省东莞市,V3.0.33;rk3288;(900x1440)
113068,2018/9/27 22:36,113068qr15380590853636,1,0.11,3.5,微信,出货成功,平台,0.0,os-xL0mu6Cpw-y3Zs6Qz1UBTcSJw,商品0015,东鹏特饮X1,广东省东莞市,V3.0.33;rk3288;(900x1440)
112535,2018/9/27 22:24,112535qr15380582624148,1,0.08,3.5,微信,出货成功,平台,0.0,os-xL0t0qf6Q5Pd7w0WSgAiXDSX4,商品0015,东鹏特饮X1,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/9/27 22:24,112535qr15380582624148,1,0.08,3.5,微信,出货成功,平台,0.0,os-xL0t0qf6Q5Pd7w0WSgAiXDSX4,商品0015,东鹏特饮X1,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112788,2018/9/27 21:57,112788qr15380566822881,1,0.08,3.5,微信,出货成功,平台,0.0,os-xL0jfOM6v7kx55yZD9d3DmwVM,商品0015,东鹏特饮X1,广东省东莞市,V3.0.35;rk3288;(900x1440)
112669,2018/9/27 21:42,112669qr15380557537180,1,0.09,3.5,微信,出货成功,平台,0.0,os-xL0o0x3gTsRZmlJ9kVkLZZsIA,商品0015,东鹏特饮X1,广东省中山市,V3.0.31;rk3288;(900x1440)
113014,2018/9/27 21:36,113014qr15380553408845,1,0.07,3.5,微信,出货成功,平台,0.0,os-xL0prI8Zw4bZMrNjzUEuO3ehw,商品0015,东鹏特饮X1,广东省东莞市,V3.0.37.2;rk3288;(900x1440)
112887,2018/9/27 21:22,112887qr15380545642715,1,0.06,3.5,微信,出货成功,平台,0.0,os-xL0sb6GV7G34dSl9MMGSwfsBw,商品0015,东鹏特饮X1,广东省中山市,V3.0.31;rk3288;(900x1440)
113013,2018/9/27 20:41,113013qr15380520666934,1,0.1,3.5,微信,出货成功,平台,0.0,os-xL0mJ91H-yLfgi-a6jYOW6rHE,商品0015,东鹏特饮X1,广东省深圳市龙岗区,V3.0.35;rk3288;(900x1440)
113013,2018/9/27 20:41,113013qr15380520666934,1,0.1,3.5,微信,出货成功,平台,0.0,os-xL0mJ91H-yLfgi-a6jYOW6rHE,商品0015,东鹏特饮X1,广东省深圳市龙岗区,V3.0.35;rk3288;(900x1440)
113013,2018/9/27 20:29,113013qr15380513674616,1,0.11,3.5,微信,出货成功,平台,0.0,os-xL0o2tjBk29pW7T7SyVuc_buw,商品0015,东鹏特饮X1,广东省深圳市龙岗区,V3.0.35;rk3288;(900x1440)
113013,2018/9/27 20:29,113013qr15380513674616,1,0.11,3.5,微信,出货成功,平台,0.0,os-xL0o2tjBk29pW7T7SyVuc_buw,商品0015,东鹏特饮X1,广东省深圳市龙岗区,V3.0.35;rk3288;(900x1440)
113021,2018/9/27 20:26,113021qr15380511806989,1,0.07,3.5,微信,出货成功,平台,0.0,os-xL0j1ISDWxpSa-EAHjSVecsfw,商品0015,东鹏特饮X1,广东省东莞市,V3.0.37.2;rk3288;(900x1440)
112842,2018/9/27 20:20,112842qr15380508664432,1,0.23,3.5,微信,出货成功,平台,0.0,os-xL0uhPvG1pQlk7y0lJEDSr6gQ,商品0015,东鹏特饮X1,广东省佛山市禅城区,V3.0.37;rk3288;(900x1440)
112842,2018/9/27 20:20,112842qr15380508664432,1,0.23,3.5,微信,出货成功,平台,0.0,os-xL0uhPvG1pQlk7y0lJEDSr6gQ,商品0015,东鹏特饮X1,广东省佛山市禅城区,V3.0.37;rk3288;(900x1440)
112667,2018/9/27 20:15,112667qr15380505368788,1,0.07,3.5,微信,出货成功,平台,0.0,os-xL0s9cgVvKcPOGPnEB64gmPL0,商品0015,东鹏特饮X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112667,2018/9/27 20:15,112667qr15380505368788,1,0.07,3.5,微信,出货成功,平台,0.0,os-xL0s9cgVvKcPOGPnEB64gmPL0,商品0015,东鹏特饮X1,广东省中山市,V3.0.31;rk3288;(900x1440)
113090,2018/9/27 19:36,113090qr15380482077321,1,0.07,3.5,微信,出货成功,平台,0.0,os-xL0tDzWss-F8atVV9umv0PFOc,商品0015,东鹏特饮X1,广东省东莞市,V3.0.33;rk3288;(900x1440)
113090,2018/9/27 19:36,113090qr15380482077321,1,0.07,3.5,微信,出货成功,平台,0.0,os-xL0tDzWss-F8atVV9umv0PFOc,商品0015,东鹏特饮X1,广东省东莞市,V3.0.33;rk3288;(900x1440)
112657,2018/9/27 19:18,112657qr15380471084541,1,0.07,3.5,微信,出货成功,平台,0.0,os-xL0jPm5k7vK2zfTz9C0F9jfB0,商品0015,东鹏特饮X1,广东省广州市番禺区,V3.0.38;rk3288;(900x1440)
113014,2018/9/27 19:10,113014qr15380465868800,1,0.06,3.5,微信,出货成功,平台,0.0,os-xL0kgkZk4CUq2VjLTwvYCN9lM,商品0015,东鹏特饮X1,广东省东莞市,V3.0.37.2;rk3288;(900x1440)
113014,2018/9/27 19:10,113014qr15380465868800,1,0.06,3.5,微信,出货成功,平台,0.0,os-xL0kgkZk4CUq2VjLTwvYCN9lM,商品0015,东鹏特饮X1,广东省东莞市,V3.0.37.2;rk3288;(900x1440)
113014,2018/9/27 18:38,113014qr15380446834751,1,0.17,3.5,微信,出货成功,平台,0.0,os-xL0vOIcdqa3PtAItfkAvza1vw,商品0015,东鹏特饮X1,广东省东莞市,V3.0.37.2;rk3288;(900x1440)
113014,2018/9/27 18:38,113014qr15380446834751,1,0.17,3.5,微信,出货成功,平台,0.0,os-xL0vOIcdqa3PtAItfkAvza1vw,商品0015,东鹏特饮X1,广东省东莞市,V3.0.37.2;rk3288;(900x1440)
113014,2018/9/27 18:38,113014qr15380446834751,1,0.17,3.5,微信,出货成功,平台,0.0,os-xL0vOIcdqa3PtAItfkAvza1vw,商品0015,东鹏特饮X1,广东省东莞市,V3.0.37.2;rk3288;(900x1440)
113014,2018/9/27 18:38,113014qr15380446834751,1,0.17,3.5,微信,出货成功,平台,0.0,os-xL0vOIcdqa3PtAItfkAvza1vw,商品0015,东鹏特饮X1,广东省东莞市,V3.0.37.2;rk3288;(900x1440)
112841,2018/9/27 18:15,112841qr15380433058438,1,0.07,3.5,支付宝,出货成功,平台,0.0,os-xL0sShy_tzyRN6MvlgZf9yI5U,商品0015,东鹏特饮X1,广东省东莞市,V3.0.37;rk3288;(900x1440)
113612,2018/9/27 17:59,113612qr15380423329659,1,0.37,3.5,微信,出货成功,平台,0.0,os-xL0uDJjlebnfTjEIVQmgGIEqc,商品0015,东鹏特饮X1,广东省东莞市,V3.0.37.2;rk3288;(900x1440)
112690,2018/9/27 17:48,112690qr15380416711292,1,0.1,3.5,微信,出货成功,平台,0.0,os-xL0mVsi5ArJIB5xXPSnOvQKrI,商品0015,东鹏特饮X1,广东省佛山市顺德区,V3.0.33;rk3288;(900x1440)
113090,2018/9/27 16:47,113090qr15380380615123,1,0.27,3.5,微信,出货成功,平台,0.0,os-xL0qh9NY2TlUQQjYbho5fTMdE,商品0015,东鹏特饮X1,广东省东莞市,V3.0.33;rk3288;(900x1440)
112669,2018/9/27 16:33,112669qr15380372359518,1,0.11,3.5,微信,出货成功,平台,0.0,os-xL0o0eiXuDRR-GXKNUEdWRCHQ,商品0015,东鹏特饮X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112667,2018/9/27 15:55,112667qr15380350066767,1,0.11,3.5,微信,出货成功,平台,0.0,os-xL0tzHb-vCgNwIrRVekdx38oo,商品0015,东鹏特饮X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112667,2018/9/27 15:55,112667qr15380350066767,1,0.11,3.5,微信,出货成功,平台,0.0,os-xL0tzHb-vCgNwIrRVekdx38oo,商品0015,东鹏特饮X1,广东省中山市,V3.0.31;rk3288;(900x1440)
112667,2018/9/27 15:55,112667qr15380350066767,1,0.11,3.5,微信,出货成功,平台,0.0,os-xL0tzHb-vCgNwIrRVekdx38oo,商品0015,东鹏特饮X1,广东省中山市,V3.0.31;rk3288;(900x1440)
113010,2018/9/27 15:43,113010qr15380342253735,1,0.1,3.5,微信,出货成功,平台,0.0,os-xL0n7ovSLEh-jdBBJLPFZeZes,商品0015,东鹏特饮X1,广东省深圳市龙岗区,V3.0.35;rk3288;(900x1440)
113612,2018/9/27 15:27,113612qr15380332357214,1,0.07,3.5,微信,出货成功,平台,0.0,os-xL0sUFLTg8UBKW28iopJgyz2E,商品0015,东鹏特饮X1,广东省东莞市,V3.0.37.2;rk3288;(900x1440)
113612,2018/9/27 15:27,113612qr15380332357214,1,0.07,3.5,微信,出货成功,平台,0.0,os-xL0sUFLTg8UBKW28iopJgyz2E,商品0015,东鹏特饮X1,广东省东莞市,V3.0.37.2;rk3288;(900x1440)
113010,2018/9/27 15:16,113010qr15380325734628,1,0.14,3.5,微信,出货成功,平台,0.0,os-xL0gvCPb0QZHngPxRVwuUM_5Q,商品0015,东鹏特饮X1,广东省深圳市龙岗区,V3.0.35;rk3288;(900x1440)
113010,2018/9/27 15:16,113010qr15380325734628,1,0.14,3.5,微信,出货成功,平台,0.0,os-xL0gvCPb0QZHngPxRVwuUM_5Q,商品0015,东鹏特饮X1,广东省深圳市龙岗区,V3.0.35;rk3288;(900x1440)
113041,2018/9/27 15:15,113041qr15380325258274,1,0.17,3.5,微信,出货成功,平台,0.0,os-xL0hHBkaM53tCyrFrBPIX0uVc,商品0015,东鹏特饮X1,广东省东莞市,V3.0.33;rk3288;(900x1440)
113041,2018/9/27 15:15,113041qr15380325258274,1,0.17,3.5,微信,出货成功,平台,0.0,os-xL0hHBkaM53tCyrFrBPIX0uVc,商品0015,东鹏特饮X1,广东省东莞市,V3.0.33;rk3288;(900x1440)
113021,2018/9/27 15:03,113021qr15380318358554,1,0.09,3.5,微信,出货成功,平台,0.0,os-xL0nK1Lfw_xZZrgALjSxrSqmA,商品0015,东鹏特饮X1,广东省东莞市,V3.0.37.2;rk3288;(900x1440)
113013,2018/9/27 14:51,113013qr15380310851571,1,0.14,3.5,支付宝,出货成功,平台,0.0,os-xL0uJakffy_ijVDiMB9C8WyvY,商品0015,东鹏特饮X1,广东省深圳市龙岗区,V3.0.35;rk3288;(900x1440)
112670,2018/9/27 14:37,112670qr15380302738812,1,0.07,3.5,微信,出货成功,平台,0.0,os-xL0lndgcvWCPiKtOYk0aWh1UI,商品0015,东鹏特饮X1,广东省中山市,V3.0.31;rk3288;(900x1440)
113013,2018/9/27 13:28,113013qr15380261092489,1,0.14,3.5,微信,出货成功,平台,0.0,os-xL0u0fHR4fnagQ2UuHwithGaI,商品0015,东鹏特饮X1,广东省深圳市龙岗区,V3.0.35;rk3288;(900x1440)
113013,2018/9/27 13:28,113013qr15380261092489,1,0.14,3.5,微信,出货成功,平台,0.0,os-xL0u0fHR4fnagQ2UuHwithGaI,商品0015,东鹏特饮X1,广东省深圳市龙岗区,V3.0.35;rk3288;(900x1440)
113013,2018/9/27 13:28,113013qr15380261092489,1,0.14,3.5,微信,出货成功,平台,0.0,os-xL0u0fHR4fnagQ2UuHwithGaI,商品0015,东鹏特饮X1,广东省深圳市龙岗区,V3.0.35;rk3288;(900x1440)
113013,2018/9/27 13:28,113013qr15380261092489,1,0.14,3.5,微信,出货成功,平台,0.0,os-xL0u0fHR4fnagQ2UuHwithGaI,商品0015,东鹏特饮X1,广东省深圳市龙岗区,V3.0.35;rk3288;(900x1440)
113014,2018/9/27 13:27,113014qr15380260461723,1,0.06,3.5,微信,出货成功,平台,0.0,os-xL0qSIPGghDH4UivQ12Vd4hlw,商品0015,东鹏特饮X1,广东省东莞市,V3.0.37.2;rk3288;(900x1440)
113014,2018/9/27 13:27,113014qr15380260461723,1,0.06,3.5,微信,出货成功,平台,0.0,os-xL0qSIPGghDH4UivQ12Vd4hlw,商品0015,东鹏特饮X1,广东省东莞市,V3.0.37.2;rk3288;(900x1440)
