设备编号,下单时间,订单编号,购买数量（个）,手续费（元）,总金额（元）,支付状态,出货状态,收款方,退款金额（元）,购买用户,商品ID,商品详情,省市区,软件版本
112858,2018/9/16 10:01,112858qr15370632884779,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0lnhcEDPjPp8Ch-mGbvsUVg,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112834,2018/9/16 6:37,112834qr15370510882658,1,0.02,2.0,支付宝,出货成功,平台,0.0,os-xL0lF3FKQU_ejpHt39CJCsmfc,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112834,2018/9/15 23:49,112834qr15370265677051,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0n7h9aRQG596_vXmSbvv9z0,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112858,2018/9/15 22:41,112858qr15370225099538,1,0.02,2.0,支付宝,出货成功,平台,0.0,os-xL0kUwl6QbasqDcgFThqy15JI,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
113117,2018/9/15 22:08,113117qr15370205308800,1,0.02,2.0,支付宝,出货成功,平台,0.0,os-xL0kJQnHXTLcxDLJ1cAezUUbE,商品0046,农夫山泉550X1,广东省广州市白云区,V3.0.33;rk3288;(900x1440)
112858,2018/9/15 21:35,112858qr15370185408584,1,0.02,2.0,支付宝,出货成功,平台,0.0,os-xL0oOoCE_VkKpGGxvxjVoqU_s,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112834,2018/9/15 20:05,112834qr15370131338966,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0rTIbotL23iFsRWJJgii2yo,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112858,2018/9/15 19:53,112858qr15370124242293,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0g2m4CWoXYPz5LI4DgYCUXg,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112834,2018/9/15 18:53,112834qr15370088523844,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0qdLuOHOVE9arx0QnIin6pw,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112834,2018/9/15 18:33,112834qr15370076154757,1,0.02,2.0,支付宝,出货成功,平台,0.0,os-xL0sAmXU_7KR-ejtfOwRCrvxg,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112848,2018/9/15 18:20,112848qr15370068542039,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0iT6z9Gryyh0YP9CpQDzdPw,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112848,2018/9/15 18:20,112848qr15370068159187,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0uZ3C6vKGzT8QHjNytJdrSE,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112848,2018/9/15 18:19,112848qr15370067521848,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0srhI0cxDtX-ziairOOVGG0,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112848,2018/9/15 17:45,112848qr15370047473278,1,0.02,2.0,支付宝,出货成功,平台,0.0,os-xL0lI9hHE_w9DGSal3K-K0H-Q,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112858,2018/9/15 16:12,112858qr15369991869304,1,0.02,2.0,支付宝,出货成功,平台,0.0,os-xL0iPRCUgxB__tIAt0wcilhJI,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112858,2018/9/15 16:11,112858qr15369990727184,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0hppKpKv60uVotk305hcy-E,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112834,2018/9/15 13:40,112834qr15369899944296,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0jYu7BTBSmfrd2JoGf_2x2s,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112834,2018/9/15 12:01,112834qr15369840835479,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0vAZZkfqfYNfI-SUcePo5IQ,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
113117,2018/9/15 11:56,113117qr15369837794977,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0rIcjUIiHtDjHYraI7BQW1U,商品0046,农夫山泉550X1,广东省广州市白云区,V3.0.33;rk3288;(900x1440)
113117,2018/9/15 10:36,113117qr15369789844533,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0vePzaLpPEhDKvoeHAVsw_w,商品0046,农夫山泉550X1,广东省广州市白云区,V3.0.33;rk3288;(900x1440)
113117,2018/9/15 10:35,113117qr15369789546340,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0prNWvsa2hq3At_c8q3w1WU,商品0046,农夫山泉550X1,广东省广州市白云区,V3.0.33;rk3288;(900x1440)
113117,2018/9/15 10:35,113117qr15369788965424,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0vacsiwv_E3OUwEkKLpNbZw,商品0046,农夫山泉550X1,广东省广州市白云区,V3.0.33;rk3288;(900x1440)
112834,2018/9/15 7:52,112834qr15369691509331,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0p6EBDt2Xomel5IWj21v4Gc,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
113117,2018/9/15 7:34,113117qr15369680758608,1,0.02,2.0,支付宝,出货成功,平台,0.0,os-xL0qvD2JqcxoYZ2GtezR-kr4A,商品0046,农夫山泉550X1,广东省广州市白云区,V3.0.33;rk3288;(900x1440)
113117,2018/9/15 7:31,113117qr15369678787774,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0sehHJDaxNKE__uDO_5ZtF4,商品0046,农夫山泉550X1,广东省广州市白云区,V3.0.33;rk3288;(900x1440)
113117,2018/9/14 22:59,113117qr15369371872269,1,0.02,2.0,支付宝,出货成功,平台,0.0,os-xL0twz3vfkdxHb9Tosma5PJKk,商品0046,农夫山泉550X1,广东省广州市白云区,V3.0.33;rk3288;(900x1440)
112892,2018/9/14 22:32,112892qr15369355362074,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0mp2Dn9iMHJpZNMdimSJCws,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112858,2018/9/14 22:03,112858qr15369337768926,1,0.02,2.0,支付宝,出货成功,平台,0.0,os-xL0ivvEsnOaz3DDXdv2qx2Yew,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112858,2018/9/14 21:50,112858qr15369330503255,1,0.02,2.0,支付宝,出货成功,平台,0.0,os-xL0vU_rcjNlip4Xv94tr9xFHM,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112834,2018/9/14 21:25,112834qr15369315405499,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0pAouIxTu5jQDg4QPfdeiFc,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112858,2018/9/14 20:58,112858qr15369299426015,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0tDzf5XL9KvI_odq-T7fGaQ,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112892,2018/9/14 20:41,112892qr15369289044856,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0pQD400DsOX_7_1Wi5M_cGg,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112858,2018/9/14 19:50,112858qr15369258198552,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0njetHFwhYx7UIafQ9boMtg,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
113117,2018/9/14 17:40,113117qr15369180268003,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0lK2qEv1MFc17GkPxuSy0ww,商品0046,农夫山泉550X1,广东省广州市白云区,V3.0.33;rk3288;(900x1440)
112892,2018/9/14 17:37,112892qr15369178342008,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0hzS4IrInasEMDqRKCbYAJo,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
113117,2018/9/14 15:46,113117qr15369112178026,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0iOdoWb5KGGjfTSk9zYNJ9I,商品0046,农夫山泉550X1,广东省广州市白云区,V3.0.33;rk3288;(900x1440)
113117,2018/9/14 15:46,113117qr15369111948551,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0lbThWqAMzl6W7OdVE_qGEY,商品0046,农夫山泉550X1,广东省广州市白云区,V3.0.33;rk3288;(900x1440)
113117,2018/9/14 15:46,113117qr15369111745881,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0vZR50zo54Ra4vflWZnakNE,商品0046,农夫山泉550X1,广东省广州市白云区,V3.0.33;rk3288;(900x1440)
113117,2018/9/14 15:45,113117qr15369111363608,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0tnJsKdPfqKe90mLmUn5rGY,商品0046,农夫山泉550X1,广东省广州市白云区,V3.0.33;rk3288;(900x1440)
112892,2018/9/14 14:32,112892qr15369067636428,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0pIlDGk8BFYd1V6WH3_Goxc,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112892,2018/9/14 14:27,112892qr15369064402319,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0mh3Gg37OB-6fHE9x4xo8a8,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112848,2018/9/14 13:19,112848qr15369023572697,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0hw8OpoLBlD9NdjvurnEqM4,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112858,2018/9/14 12:35,112858qr15368997003226,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0oSfjH8eIiyDn3UdHAZkrW8,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112858,2018/9/14 12:28,112858qr15368993182637,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0oqm7jab9rtHwfuEAoHIJCE,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
113117,2018/9/14 12:15,113117qr15368985524412,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0q0mygrLmfezjKnhJ_aXLa4,商品0046,农夫山泉550X1,广东省广州市白云区,V3.0.33;rk3288;(900x1440)
113117,2018/9/14 10:56,113117qr15368938029888,1,0.02,2.0,支付宝,出货成功,平台,0.0,os-xL0n484LVixabNEuvE2m_T25I,商品0046,农夫山泉550X1,广东省广州市白云区,V3.0.33;rk3288;(900x1440)
112858,2018/9/14 9:57,112858qr15368902421324,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0vaQhqfX56dKi1uRP4h0_24,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112858,2018/9/14 9:56,112858qr15368901887143,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0to7NW7oPH6-U6GPp-vH8_s,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
113117,2018/9/13 21:59,113117qr15368471616676,1,0.02,2.0,支付宝,出货成功,平台,0.0,os-xL0pdgBwAe6VcCKCQenILtqmk,商品0046,农夫山泉550X1,广东省广州市白云区,V3.0.33;rk3288;(900x1440)
112834,2018/9/13 21:44,112834qr15368462073778,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0kdClgmadHN2gpipUvStqcA,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112834,2018/9/13 19:23,112834qr15368378138831,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0ikLMABO4cRMxHl2xdx9G2I,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112858,2018/9/13 19:06,112858qr15368367793439,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0lDNX88jid0Q2h7vgH8gh54,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112858,2018/9/13 18:20,112858qr15368340234202,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0s-UwgWGRkbmBJS5qCq4fjI,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112848,2018/9/13 16:15,112848qr15368264739330,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0oWVsHX7yUZ3Wt5-g7YhcEk,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112848,2018/9/13 7:39,112848qr15367956287202,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0is84_Yi3TWYE2cUv_woqP8,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112848,2018/9/13 6:46,112848qr15367924111335,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0tn7DTADOMJh2XJomZd2tJU,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
113117,2018/9/12 21:07,113117qr15367576925429,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0jsUuOqeySXFgXLeH-yj7xE,商品0046,农夫山泉550X1,广东省广州市白云区,V3.0.33;rk3288;(900x1440)
112858,2018/9/12 18:03,112858qr15367466659852,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0m4F5Ue9__HgoTYhXXhgc8c,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
113117,2018/9/12 16:09,113117qr15367398223307,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0ud67MwXrM2dg3zWJIRq4yI,商品0046,农夫山泉550X1,广东省广州市白云区,V3.0.33;rk3288;(900x1440)
112848,2018/9/12 14:00,112848qr15367320428263,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0t7joWjDOl3iC3w0JULMjqc,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112858,2018/9/12 11:33,112858qr15367232317557,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0jz8TJ52IPs5jK0u3EKrFXA,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112848,2018/9/11 22:38,112848qr15366767433187,1,0.02,2.0,支付宝,出货成功,平台,0.0,os-xL0onnRT6EeHhyzNqobt7rdv8,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112834,2018/9/11 21:15,112834qr15366717261931,1,0.02,2.0,支付宝,出货成功,平台,0.0,os-xL0tvvkbv_OlUGWcPGuyKgtTI,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112858,2018/9/11 20:19,112858qr15366684007645,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0vq7mV_CR3M8yJPTtknJjmA,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112848,2018/9/11 18:05,112848qr15366603291345,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0i0RW_qTl_YoZwyU64IaIRE,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112858,2018/9/11 14:49,112858qr15366486025159,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0joTq88K_LmiQHFbsb24WaA,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112834,2018/9/11 14:01,112834qr15366457349648,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0swEB2bJkmcbsz2_NO_doUk,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112858,2018/9/11 8:27,112858qr15366256845566,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0jitE0D9-V6RhxrQuXZZClM,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112858,2018/9/11 8:27,112858qr15366256391745,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0rdOvTkqzYlDVy8ZQ_1-L0o,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112848,2018/9/11 7:58,112848qr15366239196808,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0sJI6Q2Pwdz-y9cg8qFVGa4,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112834,2018/9/11 7:42,112834qr15366229735656,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0s1otuBGx1jNTlBY3BH5IyA,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112834,2018/9/11 6:07,112834qr15366172492355,1,0.02,2.0,支付宝,出货成功,平台,0.0,os-xL0prI8Zw4bZMrNjzUEuO3ehw,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
113117,2018/9/10 23:17,113117qr15365926902535,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0lOHTx-ARPhrPx4QhcYTZCw,商品0046,农夫山泉550X1,广东省广州市白云区,V3.0.33;rk3288;(900x1440)
112834,2018/9/10 21:43,112834qr15365869998575,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0grB7V8yEOTdU9tzkV3YbH4,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112892,2018/9/10 21:17,112892qr15365854689056,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0kWr1m4qu3O8oM6lEwCU6Bw,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112892,2018/9/10 21:06,112892qr15365848089000,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0iVk5XXmAJGbdjhLBkiJoqc,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112892,2018/9/10 20:49,112892qr15365837561476,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0kt16XYU8qMiIbN7PyELQMs,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112892,2018/9/10 19:37,112892qr15365794592409,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0jg6MX7kTjFACRlmweiFrVY,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112892,2018/9/10 15:39,112892qr15365651988357,1,0.02,2.0,支付宝,出货成功,平台,0.0,os-xL0l21Yl9KNp5sxZgUxRNxVsg,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112834,2018/9/10 15:04,112834qr15365630679784,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0hS4WiCq-mi1hUls-rf1yY8,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112834,2018/9/10 13:28,112834qr15365573406688,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0twz3vfkdxHb9Tosma5PJKk,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112834,2018/9/10 12:16,112834qr15365529741793,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0rgme4wkeDX2peZ8jqoHJC8,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112858,2018/9/10 10:46,112858qr15365475806517,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0sa5mgCPhzeW9FquFpEYYgQ,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112848,2018/9/10 10:28,112848qr15365465241825,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0qTYhTM2ak45XQ5SvuK9SN0,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112834,2018/9/10 9:37,112834qr15365434737384,1,0.02,2.0,支付宝,出货成功,平台,0.0,os-xL0o0eiXuDRR-GXKNUEdWRCHQ,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112834,2018/9/10 8:44,112834qr15365402532009,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0slOlAs9GVYNtwB-esRy5gE,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112892,2018/9/10 7:37,112892qr15365362282026,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0l1-qh4fcmjCmagVy3tKbiw,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112858,2018/9/9 22:36,112858qr15365037701781,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0kKLAMP-6qzJQEFbdQDXFOM,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112834,2018/9/9 22:11,112834qr15365023016754,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0m7m4QXXebco1k9Zo_hd-mU,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112892,2018/9/9 21:40,112892qr15365004139121,1,0.02,2.0,支付宝,出货成功,平台,0.0,os-xL0sZ0lj6AP-0NQIim7kr8imI,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112834,2018/9/9 21:39,112834qr15365003974159,1,0.02,2.0,支付宝,出货成功,平台,0.0,os-xL0oLOvgGy6lDlKKyYDUFXl4U,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112848,2018/9/9 19:51,112848qr15364938804979,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0vvMMN-61eo2oGbdaR75b2k,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112858,2018/9/9 19:32,112858qr15364927306505,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0swLTAsVH5gPzjctnnv0T64,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112858,2018/9/9 19:31,112858qr15364927066381,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0pYghZ8VGS3xrSotTg4Q1I4,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112858,2018/9/9 19:31,112858qr15364926811261,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0lXDOhjzs24Ll3foantb3ec,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112858,2018/9/9 18:43,112858qr15364898221082,1,0.02,2.0,支付宝,出货成功,平台,0.0,os-xL0vMEsPfBJQtzsvJ7y-jz5S4,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112834,2018/9/9 18:11,112834qr15364879178951,1,0.02,2.0,支付宝,出货成功,平台,0.0,os-xL0vluZOr9Pc08rRBI6QbPCvU,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112892,2018/9/9 14:15,112892qr15364737052915,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0rDE7cxsP7QEeGi1XffpI1Y,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112892,2018/9/9 12:57,112892qr15364690672854,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0oP8NMl0-eUlAjU055aGZFI,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112892,2018/9/9 12:56,112892qr15364689743499,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0m4F5Ue9__HgoTYhXXhgc8c,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112834,2018/9/9 10:45,112834qr15364611096381,1,0.02,2.0,支付宝,出货成功,平台,0.0,os-xL0hHBkaM53tCyrFrBPIX0uVc,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112834,2018/9/9 8:51,112834qr15364543097761,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0kNGGWelzuo2VR4j5EZpmo0,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112858,2018/9/9 6:37,112858qr15364462369809,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0jMwrrX7fpFdOrClV7uuqz8,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
113117,2018/9/8 21:58,113117qr15364151029654,1,0.02,2.0,支付宝,出货成功,平台,0.0,os-xL0p0Pxsl0_pMFlxytqyV2HYk,商品0046,农夫山泉550X1,广东省广州市白云区,V3.0.33;rk3288;(900x1440)
113117,2018/9/8 21:06,113117qr15364119652688,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0mbpLgfVtsY5e-hkt0_WSJ4,商品0046,农夫山泉550X1,广东省广州市白云区,V3.0.33;rk3288;(900x1440)
112858,2018/9/8 20:56,112858qr15364113807080,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0hda0auuoTccx1R9VoJ7rMU,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112892,2018/9/8 20:50,112892qr15364109941448,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0mL9zZRvwhwFB-iOQAU-UYM,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112858,2018/9/8 20:38,112858qr15364102867214,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0uBBePTPDRUG7bwTGleIch4,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112858,2018/9/8 20:06,112858qr15364083895234,1,0.02,2.0,支付宝,出货成功,平台,0.0,os-xL0jRqgfgDEx65tRmrdHYFOSI,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112858,2018/9/8 19:55,112858qr15364077363626,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0vBA4HrLWGSKnqTFX3eCRbQ,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
113117,2018/9/8 18:36,113117qr15364029408406,1,0.02,2.0,支付宝,出货成功,平台,0.0,os-xL0iVfZwe6oiyd0s-5c2h_LlE,商品0046,农夫山泉550X1,广东省广州市白云区,V3.0.33;rk3288;(900x1440)
112892,2018/9/8 18:16,112892qr15364017552920,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0jFJqXgNWSdUKMTtFFHWLUI,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112892,2018/9/8 17:35,112892qr15363993134557,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0u-sNFuvxYfU-TBlLRDDUug,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112892,2018/9/8 17:12,112892qr15363979592013,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0hURgMgOweqsbqcOoBwxpbs,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112858,2018/9/8 16:00,112858qr15363936033922,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0pCigAOTLClhV4ggVP-Qn3A,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
112834,2018/9/8 15:57,112834qr15363934464208,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0jYDfBwbauYBlUvjZ2PIgY8,商品0046,农夫山泉550X1,广东省中山市,V3.0.33;rk3288;(900x1440)
113117,2018/9/8 15:44,113117qr15363926489004,1,0.02,2.0,微信,出货成功,平台,0.0,os-xL0kzR7S6JPTt3vOp_NCHjN9Y,商品0046,农夫山泉550X1,广东省广州市白云区,V3.0.33;rk3288;(900x1440)
